Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
132000,1.383438,87.33333333333333,-0.91100353,-0.3958274978730414,-0.3958274978730414,1.0
132500,1.383438,48.5,-0.61702955,-1.7771588191390038,-1.7771588191390038,1.0
133000,1.383438,12.823529411764707,-1.2549831,-1.676632006012369,-1.676632006012369,1.0
133500,1.3825959,41.25,-0.73431045,-1.3989493280649186,-1.3989493280649186,1.0
134000,1.3788471,262.0,-0.75048506,0.17558913802107176,0.17558913802107176,1.0
134500,1.378847,179.33333333333334,-0.67237306,1.6016421467065811,1.6016421467065811,1.0
135000,1.378847,37.0,-0.7976021,-1.682913567338671,-1.682913567338671,1.0
135500,1.3788469,136.57142857142858,-0.8141451,-0.15384766246591294,-0.15384766246591294,1.0
136000,1.378847,80.36363636363636,-0.9660786,-0.8675907694480636,-0.8675907694480636,1.0
136500,1.3788469,33.18181818181818,-0.8678146,-1.485344111919403,-1.485344111919403,1.0
137000,1.378847,62.42857142857143,-0.8960313,-0.9002549536526203,-0.9002549536526203,1.0
137500,1.378847,90.0,-0.647032,0.15546918660402298,0.15546918660402298,1.0
138000,1.378847,40.8,-0.9115161,-1.7570852994918824,-1.7570852994918824,1.0
138500,1.378847,228.0,-0.7252025,1.5932426289655268,1.5932426289655268,1.0
139000,1.3788469,91.28571428571429,-0.86795026,-1.0954043088214738,-1.0954043088214738,1.0
139500,1.378847,49.5,-0.9038063,-1.1801196541637182,-1.1801196541637182,1.0
140000,1.3788471,86.76923076923077,-1.0066622,-0.7357721246246781,-0.7357721246246781,1.0
140500,1.378847,109.42857142857143,-0.84997666,-1.0797200096505029,-1.0797200096505029,1.0
141000,1.378847,79.42857142857143,-0.79613096,-0.9471680649689266,-0.9471680649689266,1.0
141500,1.378847,35.0,-0.6333517,-1.6632219403982162,-1.6632219403982162,1.0
142000,1.3788469,172.5,-0.519813,0.9773579984903336,0.9773579984903336,1.0
142500,1.378847,61.888888888888886,-0.82334554,-0.7508280826732516,-0.7508280826732516,1.0
143000,1.378847,10.0,-0.6251183,-0.8864736954371134,-0.8864736954371134,1.0
143500,1.3788469,75.33333333333333,-0.6151905,-1.4759067744016647,-1.4759067744016647,1.0
144000,1.3770254,30.0,-0.6177684,-1.8427800461649895,-1.8427800461649895,1.0
144500,1.37507,94.33333333333333,-0.81891316,-0.27786537011464435,-0.27786537011464435,1.0
145000,1.37507,68.0,-0.6707584,-1.0790156200528145,-1.0790156200528145,1.0
